" ","EUR 1","RUB 1","USD 1"
"18.07.2002","568.82","17.92","565.2"
"19.07.2002","565.62","17.84","562.36"
"22.07.2002","570.85","17.84","562.64"
"23.07.2002","565.39","17.79","560.57"
"24.07.2002","555.92","17.8","560.97"
"25.07.2002","556.2","17.8","560.97"
"26.07.2002","562.74","17.8","561.95"
"29.07.2002","566.45","17.8","561.95"
"30.07.2002","566.45","17.8","561.67"
"31.07.2002","552.21","17.81","561.53"
"01.08.2002","548.98","17.81","561.16"
"02.08.2002","547.1","17.8","560.55"
"05.08.2002","553.25","17.76","560.37"
"06.08.2002","550.84","17.72","560.02"
"07.08.2002","542.09","17.72","559.49"
"08.08.2002","542.12","17.72","559"
"09.08.2002","540.98","17.7","558.46"
"12.08.2002","543.33","17.68","558.46"
"13.08.2002","546.17","17.68","558.46"
"14.08.2002","546.91","17.68","558.13"
"15.08.2002","550.15","17.68","558.13"
"16.08.2002","545.75","17.68","558.2"
"19.08.2002","548.7","17.68","558.47"
"20.08.2002","546.82","17.68","558.04"
"21.08.2002","545.74","17.66","557.33"
"22.08.2002","544.48","17.66","557.75"
"23.08.2002","545.15","17.66","557.98"
"26.08.2002","540.76","17.64","557.66"
"27.08.2002","540.99","17.64","557.66"
"28.08.2002","545.31","17.66","557.92"
"29.08.2002","547.68","17.62","557.38"
"30.08.2002","548.26","17.62","557"
"31.08.2002","548.26","17.62","557"
"02.09.2002","547.2","17.62","556.49"
"03.09.2002","545.97","17.62","555.92"
"04.09.2002","551.22","17.6","556.23"
"05.09.2002","553.03","17.58","555.98"
"06.09.2002","553.91","17.56","555.24"
"09.09.2002","544.92","17.56","555.08"
"10.09.2002","544.17","17.56","555.62"
"11.09.2002","543.04","17.56","556.39"
"12.09.2002","543.78","17.56","557.78"
"13.09.2002","544.23","17.56","557.78"
"16.09.2002","547.18","17.56","557.78"
"17.09.2002","540.21","17.6","557.9"
"18.09.2002","538.32","17.6","557.9"
"19.09.2002","542.66","17.6","558"
"20.09.2002","551.74","17.6","562.2"
"23.09.2002","559.01","17.63","571"
"24.09.2002","565.78","17.67","575.51"
"25.09.2002","569.07","17.67","579.03"
"26.09.2002","566.89","17.83","580.18"
"27.09.2002","568.34","18.23","580.18"
"28.09.2002","568.34","18.23","580.18"
"29.09.2002","568.34","18.23","580.18"
"30.09.2002","567.36","18.23","580.18"
"01.10.2002","566.36","18.15","574.4"
"02.10.2002","571.01","18.15","579.06"
"03.10.2002","570.26","18.19","579.83"
"04.10.2002","572.69","18.22","579.06"
"07.10.2002","573.72","18.22","581.57"
"08.10.2002","570.4","18.25","581.57"
"09.10.2002","569.94","18.29","581.57"
"10.10.2002","571.1","18.29","581.92"
"11.10.2002","574.65","18.29","581.92"
"14.10.2002","573.6","18.29","581.92"
"15.10.2002","574.53","18.29","581.92"
"16.10.2002","570.94","18.29","582"
"17.10.2002","571.7","18.33","582"
"18.10.2002","568.21","18.33","582"
"21.10.2002","566.82","18.33","582.25"
"22.10.2002","567.58","18.33","582.25"
"23.10.2002","568.74","18.33","582.25"
"24.10.2002","569.25","18.33","582.35"
"25.10.2002","567.2","18.33","582.46"
"26.10.2002","567.2","18.33","582.46"
"27.10.2002","567.2","18.33","582.46"
"28.10.2002","568.66","18.33","582.46"
"29.10.2002","567.77","18.33","582.63"
"30.10.2002","572.25","18.33","582.74"
"31.10.2002","572.54","18.33","582.74"
"01.11.2002","574.81","18.31","582.74"
"04.11.2002","581.12","18.31","582.63"
"05.11.2002","579.59","18.31","582.85"
"06.11.2002","584.6","18.31","583.2"
"07.11.2002","580.58","18.31","583.2"
"08.11.2002","584.02","18.31","583.26"
"11.11.2002","589.5","18.31","583.26"
"12.11.2002","590.61","18.31","583.26"
"13.11.2002","588.03","18.29","583.31"
"14.11.2002","587.45","18.29","583.48"
"15.11.2002","589.02","18.29","583.48"
"18.11.2002","585.38","18.29","583.69"
"19.11.2002","588.07","18.29","584.27"
"20.11.2002","591.72","18.29","584.41"
"21.11.2002","586.03","18.29","584.92"
"22.11.2002","587.27","18.29","585.28"
"25.11.2002","587.08","18.29","585.67"
"26.11.2002","580.11","18.33","585.67"
"27.11.2002","580.54","18.33","585.81"
"28.11.2002","581.53","18.33","585.81"
"29.11.2002","581.94","18.33","585.81"
"30.11.2002","581.94","18.33","585.81"
"02.12.2002","581.53","18.33","585.81"
"03.12.2002","578.25","18.33","585.81"
"04.12.2002","584.57","18.33","586.51"
"05.12.2002","587.57","18.38","586.51"
"06.12.2002","585.62","18.38","586.15"
"09.12.2002","586.79","18.38","586.44"
"10.12.2002","592.25","18.38","586.79"
"11.12.2002","593.43","18.38","586.92"
"12.12.2002","590.85","18.38","586.92"
"13.12.2002","595.5","18.38","586.35"
"16.12.2002","598.45","18.38","585.51"
"17.12.2002","597.56","18.35","585.15"
"18.12.2002","602.84","18.34","584.88"
"19.12.2002","598.02","18.33","584"
"20.12.2002","598.42","18.3","582.52"
"23.12.2002","597.01","18.3","582.16"
"24.12.2002","598.58","18.28","582.16"
"25.12.2002","599.45","18.28","582.22"
"26.12.2002","599.23","18.28","582"
"27.12.2002","599.43","18.28","582.2"
"29.12.2002","605.6","18.28","583.65"
"30.12.2002","606.88","18.28","584.89"
"07.01.2003","609.79","18.28","585.1"
"08.01.2003","611.56","18.3","586.63"
"09.01.2003","600.86","18.3","579.03"
"10.01.2003","612.01","18.24","582.48"
"13.01.2003","611.78","18.24","582.48"
"14.01.2003","614.46","18.24","582.48"
"15.01.2003","615.76","18.24","582.17"
"16.01.2003","611.56","18.24","581"
"17.01.2003","614.82","18.24","582"
"20.01.2003","619.95","18.24","582"
"21.01.2003","620","18.24","582"
"22.01.2003","620","18.24","582"
"23.01.2003","624.06","18.26","582.25"
"24.01.2003","628.21","18.28","584"
"25.01.2003","628.21","18.28","584"
"27.01.2003","630.03","18.3","584.23"
"29.01.2003","635.29","18.32","584.44"
"30.01.2003","635.39","18.32","584.64"
"31.01.2003","628.47","18.32","584.73"
"03.02.2003","633.23","18.32","585.46"
"04.02.2003","627.27","18.32","584.65"
"05.02.2003","633.65","18.32","585.52"
"06.02.2003","637.91","18.32","584.7"
"07.02.2003","633.64","18.32","586"
"10.02.2003","632.68","18.32","586.41"
"11.02.2003","633.46","18.34","586.1"
"12.02.2003","627.25","18.36","585.89"
"13.02.2003","629.08","18.36","586.23"
"14.02.2003","630.21","18.39","585.81"
"17.02.2003","632.43","18.41","585.96"
"18.02.2003","627.91","18.41","585.96"
"20.02.2003","628.07","18.44","586.21"
"21.02.2003","631.31","18.47","586.56"
"24.02.2003","636.58","18.5","587.36"
"25.02.2003","630.07","18.53","587.7"
"26.02.2003","633.31","18.53","587.81"
"27.02.2003","632.41","18.53","588.12"
"28.02.2003","636.83","18.53","588.46"
"03.03.2003","634.9","18.53","588.85"
"04.03.2003","636.11","18.56","588.99"
"06.03.2003","643.12","18.56","588.99"
"07.03.2003","645.56","18.59","588.85"
"10.03.2003","650.47","18.61","589.25"
"11.03.2003","651.35","18.63","589.88"
"12.03.2003","653.97","18.66","590.23"
"13.03.2003","651.68","18.69","590.93"
"14.03.2003","642.64","18.74","591.53"
"15.03.2003","642.64","18.74","591.53"
"16.03.2003","642.64","18.74","591.53"
"17.03.2003","637.62","18.77","591.76"
"18.03.2003","639.16","18.79","591.76"
"19.03.2003","626.44","18.79","591.76"
"20.03.2003","625.33","18.79","591.61"
"21.03.2003","626.53","18.79","591.51"
"24.03.2003","625.04","18.79","591.22"
"25.03.2003","628.09","18.79","590.64"
"26.03.2003","631.36","18.79","590.55"
"27.03.2003","629.6","18.79","590.23"
"28.03.2003","632.14","18.79","589.52"
"29.03.2003","632.14","18.79","589.52"
"30.03.2003","632.14","18.79","589.52"
"31.03.2003","632.56","18.79","589.52"
"01.04.2003","641.91","18.79","589.02"
"02.04.2003","640.06","18.74","588.56"
"03.04.2003","637.41","18.74","588.56"
"04.04.2003","629.74","18.77","588.43"
"07.04.2003","630.56","18.77","588.21"
"08.04.2003","622.22","18.77","588"
"09.04.2003","627.76","18.77","588.89"
"10.04.2003","627.91","18.8","589.03"
"11.04.2003","636.28","18.8","588.88"
"14.04.2003","631.96","18.8","588.69"
"15.04.2003","631.45","18.8","588.11"
"16.04.2003","634.43","18.8","588.31"
"17.04.2003","637.41","18.8","588.23"
"18.04.2003","642.11","18.8","588.01"
"21.04.2003","641.59","18.8","587.54"
"22.04.2003","641.74","18.8","587.67"
"23.04.2003","644.73","18.8","587.67"
"25.04.2003","643","18.8","587.54"
"26.04.2003","643","18.8","587.54"
"28.04.2003","644.52","18.8","587.37"
"29.04.2003","647.33","18.8","587.15"
"30.04.2003","643.13","18.8","587.01"
"02.05.2003","653.06","18.8","586.7"
"05.05.2003","659.18","18.8","586.51"
"06.05.2003","657.95","18.8","586.51"
"07.05.2003","666.1","18.8","587.18"
"08.05.2003","670.97","18.8","587.18"
"12.05.2003","670.86","18.82","586.67"
"13.05.2003","680.89","18.82","587.13"
"14.05.2003","675.65","18.82","586.6"
"15.05.2003","674.68","18.92","586.73"
"16.05.2003","671.58","18.92","586.12"
"19.05.2003","673.39","18.92","585.96"
"20.05.2003","682.57","18.95","585.8"
"21.05.2003","681.62","18.95","585.38"
"22.05.2003","684.19","18.95","585.33"
"23.05.2003","685.75","18.93","585.11"
"26.05.2003","689.72","18.93","585"
"27.05.2003","690.41","18.97","584.45"
"29.05.2003","695.84","19","584.69"
"30.05.2003","687.77","19.02","585.04"
"31.05.2003","687.77","19.02","585.04"
"02.06.2003","691.91","19.04","585.27"
"03.06.2003","683.13","19.04","585.27"
"04.06.2003","685.8","19.04","585"
"05.06.2003","683.92","19.04","585"
"06.06.2003","688.84","19.04","585"
"09.06.2003","690.75","19.04","584.74"
"10.06.2003","685.49","19.04","584.59"
"11.06.2003","684.32","19.07","584.94"
"12.06.2003","687.34","19.1","585.07"
"13.06.2003","686.52","19.12","585.07"
"16.06.2003","687.93","19.14","585.42"
"17.06.2003","693.6","19.17","585.12"
"18.06.2003","690.69","19.21","585.48"
"19.06.2003","684.95","19.23","585.48"
"20.06.2003","682.38","19.23","585.48"
"23.06.2003","682.95","19.23","585.97"
"24.06.2003","675.89","19.27","585.74"
"25.06.2003","677.18","19.27","585.54"
"26.06.2003","675.85","19.27","585.1"
"27.06.2003","668.95","19.27","585.16"
"28.06.2003","668.95","19.27","585.16"
"29.06.2003","668.95","19.27","585.16"
"30.06.2003","667.43","19.27","584.8"
"01.07.2003","667.83","19.24","584.43"
"02.07.2003","675.05","19.24","584.81"
"03.07.2003","674.23","19.26","584.51"
"04.07.2003","669.2","19.26","584.1"
"07.07.2003","669.4","19.26","583.81"
"08.07.2003","663.46","19.26","584.03"
"09.07.2003","660.88","19.22","583.51"
"10.07.2003","662.02","19.17","583.02"
"11.07.2003","661.26","19.2","583.02"
"14.07.2003","659.12","19.17","582.52"
"15.07.2003","657.56","19.14","581.96"
"16.07.2003","657.06","19.04","580.49"
"17.07.2003","644.92","18.97","579.03"
"18.07.2003","648.61","18.92","577.52"
"21.07.2003","645.86","18.92","576.4"
"22.07.2003","649.64","18.92","575.72"
"23.07.2003","652.19","18.94","574.97"
"24.07.2003","655.11","18.92","574.61"
"25.07.2003","658.76","18.92","574.48"
"28.07.2003","659.33","18.92","574.48"
"29.07.2003","659.63","18.92","574.14"
"30.07.2003","657.92","18.95","574"
"31.07.2003","655.51","18.95","574"
"01.08.2003","649.38","18.95","573.76"
"04.08.2003","640.83","18.95","573.76"
"05.08.2003","648.21","18.9","573.28"
"06.08.2003","651.36","18.9","574.75"
"07.08.2003","654.9","18.94","574.88"
"08.08.2003","654.97","18.98","576.91"
"11.08.2003","652.26","18.96","577.48"
"13.08.2003","653.25","18.96","577.48"
"14.08.2003","651.22","18.96","577.48"
"15.08.2003","651.73","18.96","578.29"
"18.08.2003","650.59","19.02","578.46"
"19.08.2003","647.18","19.04","578.46"
"20.08.2003","640.51","19.04","578.86"
"21.08.2003","643.34","19.06","579.12"
"22.08.2003","639.14","19.1","580.56"
"25.08.2003","631.81","19.1","579.96"
"26.08.2003","632.15","19.12","580.59"
"27.08.2003","628.73","19.12","581.3"
"28.08.2003","633.93","19.12","581.21"
"29.08.2003","629.33","19.12","581.21"
"30.08.2003","629.33","19.12","581.21"
"31.08.2003","629.33","19.12","581.21"
"01.09.2003","634.49","19.04","580.66"
"02.09.2003","636.54","19.04","580.52"
"03.09.2003","630.19","19.01","580.87"
"04.09.2003","626.96","19.01","581.43"
"05.09.2003","628.99","18.98","581.43"
"08.09.2003","634","18.92","580.43"
"09.09.2003","643.2","18.92","580.98"
"10.09.2003","645.52","18.92","579.72"
"11.09.2003","647.66","18.92","579.72"
"12.09.2003","643.38","18.71","573.58"
"15.09.2003","640.8","18.71","573.58"
"16.09.2003","647.37","18.69","573.86"
"17.09.2003","637.17","18.47","567.13"
"18.09.2003","636.37","18.5","567.58"
"19.09.2003","643.19","18.57","569.7"
"22.09.2003","645.32","18.67","570.47"
"23.09.2003","654.88","18.69","571.05"
"24.09.2003","654.82","18.73","571.2"
"25.09.2003","654.65","18.75","570.95"
"26.09.2003","656.76","18.75","571.44"
"29.09.2003","657","18.75","571.95"
"30.09.2003","650.69","18.62","570.13"
"01.10.2003","664.83","18.64","570.57"
"02.10.2003","665.91","18.66","570.57"
"03.10.2003","667.53","18.74","570.93"
"06.10.2003","667.19","18.76","570.93"
"07.10.2003","663.01","18.8","572.6"
"08.10.2003","673.59","18.84","572.39"
"09.10.2003","668.52","18.67","567.12"
"10.10.2003","668.52","18.76","567.12"
"13.10.2003","668.52","18.76","567.12"
"14.10.2003","662.45","18.75","566.78"
"15.10.2003","659.39","18.86","566.78"
"16.10.2003","654.44","18.55","560.84"
"17.10.2003","651.42","18.62","560.84"
"20.10.2003","649.4","18.65","560.84"
"21.10.2003","652.2","18.68","560.84"
"22.10.2003","647.53","18.61","557.11"
"23.10.2003","651.48","18.62","557.11"
"24.10.2003","657.08","18.64","557.51"
"27.10.2003","657.27","18.65","557.91"
"28.10.2003","655.43","18.54","557.91"
"29.10.2003","651.75","18.65","558.34"
"30.10.2003","652.36","18.72","558.34"
"31.10.2003","655.27","18.7","558.34"
"03.11.2003","649.8","18.67","559.11"
"04.11.2003","648.6","18.69","559.67"
"05.11.2003","642.84","18.77","560.55"
"06.11.2003","644.21","18.8","561.5"
"07.11.2003","644.58","18.89","563"
"10.11.2003","644.11","18.91","563.82"
"11.11.2003","648.98","18.96","565.17"
"12.11.2003","650.1","18.97","565.45"
"13.11.2003","655.92","18.97","565.45"
"14.11.2003","660.6","18.94","565.58"
"17.11.2003","665.4","18.97","565.58"
"18.11.2003","667.5","18.98","565.58"
"19.11.2003","666.14","18.98","565.58"
"20.11.2003","673.14","18.97","565.19"
"21.11.2003","672.91","18.96","565.04"
"24.11.2003","673.41","18.99","565.94"
"25.11.2003","669.69","19.05","566.43"
"26.11.2003","666.66","19.05","566.6"
"27.11.2003","669.96","19.05","566.42"
"28.11.2003","673.86","19.04","566.17"
"29.11.2003","673.86","19.04","566.17"
"30.11.2003","673.86","19.04","566.17"
"01.12.2003","679.06","19.04","566.17"
"02.12.2003","680.94","19.05","566.55"
"03.12.2003","678.44","19.08","566.55"
"04.12.2003","685.4","19.07","566.34"
"05.12.2003","684.03","19.08","566.53"
"08.12.2003","684.76","19.08","566.53"
"09.12.2003","692.19","19.17","566.53"
"10.12.2003","696.27","19.22","568.01"
"11.12.2003","694.82","19.21","567.71"
"12.12.2003","691.42","19.27","567.34"
"15.12.2003","694.68","19.26","566.9"
"16.12.2003","693.12","19.29","566.74"
"17.12.2003","698.54","19.32","566.12"
"18.12.2003","698.02","19.34","565.79"
"19.12.2003","701.03","19.33","565.21"
"22.12.2003","700.23","19.28","563.88"
"23.12.2003","698.99","19.2","562.16"
"24.12.2003","695.84","19.2","561.52"
"25.12.2003","697.27","19.22","562"
"26.12.2003","698.3","19.25","562.83"
"29.12.2003","698.85","19.26","563.27"
"30.12.2003","702.24","19.22","566"
"05.01.2004","710.37","19.3","568.48"
"07.01.2004","720.55","19.3","568.48"
"08.01.2004","721.52","19.46","569.07"
"09.01.2004","718.82","19.53","568.96"
"12.01.2004","725.73","19.65","569.78"
"13.01.2004","730.86","19.73","569.74"
"14.01.2004","731.81","19.72","569.55"
"15.01.2004","722.1","19.7","568.94"
"16.01.2004","719.77","19.73","569.66"
"19.01.2004","712.1","19.74","570"
"20.01.2004","704","19.76","568.98"
"21.01.2004","712.88","19.76","568.67"
"22.01.2004","716.52","19.73","568.35"
"23.01.2004","722.07","19.8","568.11"
"26.01.2004","720.68","19.89","567.82"
"27.01.2004","713.59","19.91","567.47"
"29.01.2004","708.78","19.86","566.25"
"30.01.2004","705.74","19.87","566.04"
"31.01.2004","705.74","19.87","566.04"
"02.02.2004","700.28","19.85","565.47"
"03.02.2004","704.43","19.82","565.31"
"04.02.2004","711.44","19.75","565.31"
"05.02.2004","707.03","19.79","564.54"
"06.02.2004","710.15","19.81","564.37"
"09.02.2004","707.2","19.75","564.45"
"10.02.2004","717.92","19.82","564.71"
"11.02.2004","720.45","19.8","564.44"
"12.02.2004","715.47","19.78","564.25"
"13.02.2004","721.83","19.77","563.84"
"16.02.2004","722.32","19.76","563.61"
"17.02.2004","718.1","19.78","563.61"
"18.02.2004","724.57","19.78","563.52"
"19.02.2004","723.2","19.8","563.94"
"20.02.2004","717.72","19.79","564.07"
"23.02.2004","714.28","19.8","564.07"
"24.02.2004","709.85","19.81","564.45"
"25.02.2004","710.65","19.8","564.23"
"26.02.2004","713.03","19.81","564.6"
"27.02.2004","702.24","19.79","564.32"
"28.02.2004","702.24","19.79","564.32"
"01.03.2004","700.06","19.77","563.75"
"02.03.2004","704.23","19.78","564.11"
"03.03.2004","700.46","19.8","564.8"
"04.03.2004","685.23","19.74","564.3"
"05.03.2004","685.89","19.7","564.66"
"09.03.2004","688.53","19.72","564.74"
"10.03.2004","698.14","19.8","564.79"
"11.03.2004","694.93","19.77","565.03"
"12.03.2004","689.3","19.68","562.42"
"15.03.2004","687.84","19.72","562.19"
"16.03.2004","690.39","19.73","562.3"
"17.03.2004","693.91","19.71","561.87"
"18.03.2004","689.46","19.72","562.78"
"19.03.2004","689.89","19.74","562.67"
"22.03.2004","694.2","19.73","562.38"
"23.03.2004","694.6","19.72","562.29"
"24.03.2004","689.36","19.71","561.55"
"25.03.2004","684.95","19.72","561.62"
"26.03.2004","681.66","19.72","561.87"
"29.03.2004","683.43","19.71","561.43"
"30.03.2004","680.49","19.71","561.55"
"31.03.2004","684.36","19.71","561.55"
"01.04.2004","686.12","19.68","561.29"
"02.04.2004","691.07","19.68","560.93"
"05.04.2004","690.37","19.66","560.46"
"06.04.2004","675.22","19.62","559.98"
"07.04.2004","677.02","19.62","559.98"
"08.04.2004","677.98","19.64","560.27"
"09.04.2004","677.45","19.64","560.06"
"12.04.2004","677.38","19.64","560"
"13.04.2004","675.95","19.57","558.82"
"14.04.2004","668.94","19.54","558.61"
"15.04.2004","666","19.51","558.54"
"16.04.2004","664.88","19.51","558.16"
"19.04.2004","665.32","19.48","557.59"
"20.04.2004","673.89","19.52","559.52"
"21.04.2004","664.59","19.37","557.26"
"22.04.2004","657.84","19.22","555.8"
"23.04.2004","659.14","19.16","555.16"
"26.04.2004","657.19","19.09","552.96"
"27.04.2004","654.03","19.03","551.88"
"28.04.2004","652.53","19.01","548.94"
"29.04.2004","652.13","18.98","547.69"
"30.04.2004","647.01","18.87","547.11"
"03.05.2004","654.6","18.92","547.92"
"04.05.2004","654.75","18.91","547.77"
"05.05.2004","661.92","18.95","548.81"
"06.05.2004","667.5","19.05","550.47"
"07.05.2004","671.9","19.21","554.56"
"10.05.2004","670.15","19.17","555.08"
"11.05.2004","657.99","19.19","555.59"
"12.05.2004","659.24","19.2","556.65"
"13.05.2004","660.3","19.16","556.89"
"14.05.2004","659.07","19.17","557.45"
"17.05.2004","657.15","19.16","556.81"
"18.05.2004","669.45","19.17","556.81"
"19.05.2004","665.83","19.15","555.37"
"20.05.2004","664.15","19.1","553.97"
"21.05.2004","659.5","19.08","553.18"
"24.05.2004","656.5","19","550.66"
"25.05.2004","657.57","18.95","549.44"
"26.05.2004","662.2","18.94","548.95"
"27.05.2004","663.89","18.92","548.4"
"31.05.2004","667.13","18.92","548.4"
"01.06.2004","668.6","18.84","548.12"
"02.06.2004","670.28","18.89","548.02"
"03.06.2004","671.51","18.83","547.01"
"04.06.2004","667.83","18.78","546.24"
"07.06.2004","665.76","18.77","545.57"
"08.06.2004","672.27","18.8","545.72"
"09.06.2004","670.91","18.8","545.72"
"10.06.2004","663.6","18.8","545.86"
"11.06.2004","658.14","18.8","546.08"
"14.06.2004","656.24","18.83","546.59"
"15.06.2004","656.25","18.84","546.83"
"16.06.2004","658.13","18.82","546.12"
